Pos,No.,Name,Team,Gender,Class,Time,Behind,Hardtail,eBike,S1: Rockshox Point n Shoot,,,S2: Peatys Castle,,,S3: Camelbak Grand Canyon,,,S4: Exposure Booze Cruise,,,S5: Fox Moor Line,,,S6: Topeak Rake n Ride,,,S7: Maxxis Thistle Hill,,,Bonus,Penalty Details
297th,1090,James Macree,Team Far Kew,M,Enduro | Master Male (30-39),23:58.2,+5:17.61,,,04:16.0,399th=,+1:10.75,04:20.3,372nd,+1:12.68,02:42.2,285th,+0:37.10,03:45.2,292nd=,+0:45.71,02:21.7,169th=,+0:18.50,02:29.4,243rd,+0:23.05,04:03.3,394th=,+0:54.35,,
298th,763,Jonathan Hill,J&S,M,Enduro | Veteran Male (40-49),23:59.2,+5:18.60,,,04:07.9,315th,+1:02.69,04:22.0,389th,+1:14.34,02:48.5,368th=,+0:43.35,03:44.8,284th,+0:45.31,02:30.5,387th,+0:27.29,02:29.5,250th=,+0:23.15,03:56.0,327th,+0:47.00,,
299th,139,Nick Thornton,Bare Hill Bikers,M,Enduro | Veteran Male (40-49),23:59.3,+5:18.69,,,04:09.1,325th,+1:03.85,04:16.6,338th,+1:08.94,02:41.6,273rd,+0:36.51,03:54.5,410th,+0:55.09,02:28.1,326th=,+0:24.80,02:36.2,404th,+0:29.83,03:53.2,301st,+0:44.20,,
300th,541,Greg Courtney,,M,Enduro | Master Male (30-39),23:59.6,+5:18.96,,,04:13.6,369th,+1:08.40,04:16.2,332nd,+1:08.55,02:47.8,358th,+0:42.69,03:45.8,299th,+0:46.35,02:27.4,313th=,+0:24.10,02:29.2,236th,+0:22.84,03:59.6,365th,+0:50.56,,
301st,447,Gavin Hughes,Fit4racing,M,Enduro | Veteran Male (40-49),23:59.6,+5:19.03,,,04:17.0,416th,+1:11.71,04:10.7,293rd,+1:03.03,02:43.3,307th,+0:38.21,03:51.7,374th,+0:52.20,02:25.5,262nd,+0:22.21,02:34.9,371st,+0:28.56,03:56.6,335th,+0:47.64,,
302nd,677,Bradley Munton,Folly Flyers,M,Enduro | Veteran Male (40-49),24:00.3,+5:19.70,,,04:17.4,421st,+1:12.10,04:11.3,297th,+1:03.69,02:37.6,208th,+0:32.54,03:55.5,424th=,+0:56.05,02:29.8,364th,+0:26.56,02:31.8,304th,+0:25.45,03:56.8,338th,+0:47.84,,
303rd,128,Dave Ingleby,SueMe DH Race Team,M,Enduro | Grand Vet Male (50+),24:00.3,+5:19.71,,,04:03.0,265th,+0:57.75,04:31.3,458th,+1:23.69,02:39.0,233rd,+0:33.85,03:47.9,329th,+0:48.50,02:34.0,463rd,+0:30.75,02:38.1,456th,+0:31.75,03:47.0,247th,+0:37.95,,
304th,1041,Paul Greenway,Team Cheese,M,Enduro | Veteran Male (40-49),24:02.2,+5:21.61,,,03:58.9,229th,+0:53.64,04:27.1,432nd,+1:19.44,02:41.8,276th,+0:36.71,03:29.0,109th,+0:29.59,02:25.2,252nd,+0:21.91,02:33.3,338th,+0:26.96,04:26.9,593rd,+1:17.89,,
305th,567,Matthew Robinson,NDH,M,Enduro | Veteran Male (40-49),24:02.3,+5:21.71,,,04:27.5,517th,+1:22.29,04:39.0,512th,+1:31.30,02:39.4,238th,+0:34.25,03:42.3,245th,+0:42.85,02:20.9,156th,+0:17.61,02:27.5,194th=,+0:21.10,03:45.8,233rd,+0:36.84,,
306th,348,Corinna Brisbourne,Santa Cruz UK,F,Enduro | Senior Female (18-29),24:02.3,+5:21.71,,,04:10.1,335th,+1:04.80,04:04.0,234th=,+0:56.34,02:53.2,440th=,+0:48.15,03:56.7,440th,+0:57.26,02:29.9,365th=,+0:26.60,02:33.5,341st=,+0:27.19,03:54.9,315th,+0:45.90,,
307th,105,John Davies,"Me, Myself & I",M,Enduro | Senior Male (18-29),24:03.0,+5:22.42,,,04:05.5,291st,+1:00.25,04:15.1,317th,+1:07.40,02:45.7,331st,+0:40.60,03:51.7,375th,+0:52.26,02:32.2,428th,+0:29.00,02:39.8,495th=,+0:33.40,03:53.0,299th,+0:44.04,,
308th,871,Shane Windridge,,M,Enduro | Senior Male (18-29),24:03.1,+5:22.48,,,04:17.9,426th=,+1:12.60,04:10.0,286th=,+1:02.34,02:48.4,365th=,+0:43.30,03:51.6,373rd,+0:52.15,02:30.2,379th,+0:26.95,02:36.8,425th,+0:30.46,03:48.2,260th,+0:39.21,,
309th,460,Giles Storey,Ard Jebs,M,Enduro | Veteran Male (40-49),24:05.1,+5:24.55,H,,04:11.6,349th,+1:06.30,04:22.7,396th,+1:15.09,02:55.4,468th,+0:50.30,03:48.5,338th,+0:49.00,02:25.6,268th,+0:22.34,02:27.5,197th=,+0:21.15,03:53.9,307th,+0:44.90,,
310th,1126,Josh Carter,Valley MTB,M,Enduro | Senior Male (18-29),24:06.5,+5:25.89,,,04:01.8,257th,+0:56.59,04:26.6,426th,+1:18.94,02:51.3,415th=,+0:46.19,03:47.5,318th=,+0:48.09,02:25.3,257th,+0:22.06,02:32.9,327th,+0:26.51,04:01.0,377th,+0:52.04,,
311th,260,Philip Scott,FSM,M,Enduro | Master Male (30-39),24:06.9,+5:26.27,,,04:15.0,387th,+1:09.79,04:09.6,281st,+1:01.90,02:51.4,418th,+0:46.26,03:50.7,363rd=,+0:51.25,02:30.8,392nd,+0:27.54,02:38.6,464th,+0:32.20,03:50.9,279th,+0:41.86,,
n/c,539,Steven Hind,Minster Self Drive,M,Enduro | Master Male (30-39),24:07.9,,,E,04:24.3,n/c,,04:17.5,n/c,,02:45.9,n/c,,03:44.5,n/c,,02:32.3,n/c,,02:37.4,n/c,,03:46.0,n/c,,,
312th,189,Ash Freeman,,M,Enduro | Veteran Male (40-49),24:07.9,+5:27.34,,,03:58.4,228th,+0:53.19,04:45.2,566th,+1:37.53,02:39.5,241st,+0:34.36,03:59.8,484th,+1:00.34,02:24.3,223rd=,+0:21.00,02:24.9,140th=,+0:18.50,03:56.0,326th,+0:46.95,,
313th,1081,Terry Davison,Terry Davison,M,Enduro | Veteran Male (40-49),24:08.2,+5:27.63,,,04:09.8,331st,+1:04.56,04:44.7,563rd,+1:37.03,02:48.9,380th,+0:43.76,03:47.6,320th=,+0:48.10,02:26.4,290th,+0:23.11,02:27.8,203rd,+0:21.41,03:43.2,201st,+0:34.19,,
314th,55,Joe Mcewan,Starling Cycles,M,Enduro | Veteran Male (40-49),24:08.7,+5:28.07,,,04:07.2,307th,+1:01.95,04:16.8,342nd,+1:09.19,02:48.5,368th=,+0:43.35,03:50.2,357th,+0:50.74,02:32.1,425th=,+0:28.90,02:33.9,349th,+0:27.51,04:00.0,368th,+0:50.96,,
315th,305,Harry Walker,Scrambled legs,M,Enduro | Master Male (30-39),24:08.7,+5:28.16,,,04:20.3,455th,+1:15.10,04:00.4,211th,+0:52.74,02:43.2,304th,+0:38.10,04:07.3,576th=,+1:07.85,02:26.5,292nd,+0:23.25,02:45.9,630th,+0:39.59,03:45.1,218th=,+0:36.06,,
316th,375,Danny Banks,West Family Dig Team,M,Enduro | Master Male (30-39),24:09.2,+5:28.65,,,04:15.4,393rd,+1:10.15,04:37.6,501st,+1:29.93,02:41.4,270th=,+0:36.30,03:54.7,416th,+0:55.25,02:26.6,294th,+0:23.31,02:25.7,159th,+0:19.30,03:47.9,258th,+0:38.94,,
317th,1107,Gary Thwaite,Thwaite,M,Enduro | Veteran Male (40-49),24:09.3,+5:28.69,,,04:08.4,319th,+1:03.10,04:05.5,243rd=,+0:57.84,02:54.8,461st,+0:49.75,03:50.0,352nd,+0:50.51,02:34.3,468th,+0:31.04,02:40.3,507th,+0:33.94,03:56.0,328th,+0:47.04,,
318th,253,Prys Attaway,PBS,M,Enduro | Veteran Male (40-49),24:09.9,+5:29.36,,,04:19.9,452nd=,+1:14.65,04:20.6,374th,+1:12.94,02:47.7,356th=,+0:42.60,03:47.7,324th,+0:48.30,02:24.9,246th,+0:21.61,02:31.9,306th=,+0:25.50,03:57.3,341st,+0:48.29,,
319th,517,Ali Coghill,Bikepark Dent,M,Enduro | Master Male (30-39),24:10.8,+5:30.20,,,04:05.2,286th,+1:00.00,04:15.7,326th=,+1:08.09,02:42.5,291st,+0:37.40,03:52.3,383rd,+0:52.84,02:28.9,347th,+0:25.65,02:36.6,416th,+0:30.21,04:09.5,456th,+1:00.54,,
320th,814,Ed Braithwaite,Lyon Cycle,M,Enduro | Master Male (30-39),24:11.1,+5:30.49,,,04:14.5,382nd,+1:09.30,04:27.5,435th,+1:19.84,02:46.5,342nd,+0:41.36,03:46.5,309th,+0:47.01,02:27.9,323rd,+0:24.60,02:29.9,265th=,+0:23.50,03:58.4,350th,+0:49.41,,
n/c,283,Neil Foxall,RorysBalls,M,Enduro | Master Male (30-39),24:11.5,,,E,04:07.7,n/c,,04:24.5,n/c,,02:45.0,n/c,,03:46.1,n/c,,02:32.0,n/c,,02:36.7,n/c,,03:59.5,n/c,,,
321st,313,Michael Stott,Scrambled legs,M,Enduro | Master Male (30-39),24:12.4,+5:31.79,,,04:17.8,425th,+1:12.50,04:13.2,307th,+1:05.53,02:46.4,340th,+0:41.30,03:41.2,224th=,+0:41.80,02:36.9,526th=,+0:33.69,02:31.0,287th,+0:24.65,04:05.8,414th,+0:56.85,,
322nd,958,Jage Millichap,Rad Brad Inc.,M,Enduro | Master Male (30-39),24:12.9,+5:32.28,,,04:14.0,375th=,+1:08.75,04:17.4,351st,+1:09.78,02:48.1,363rd,+0:42.96,03:45.1,291st,+0:45.61,02:32.1,424th,+0:28.81,02:35.0,373rd,+0:28.65,04:01.2,379th,+0:52.25,,
323rd,214,William Priest,oddoutdoors,M,Enduro | Master Male (30-39),24:13.1,+5:32.51,,,04:18.1,433rd=,+1:12.90,04:05.5,243rd=,+0:57.84,02:53.7,449th,+0:48.61,03:54.6,413th,+0:55.19,02:28.6,343rd,+0:25.40,02:36.0,397th,+0:29.65,03:56.4,333rd,+0:47.45,,
324th,40,Darrell Williams,Brink,M,Enduro | Master Male (30-39),24:13.3,+5:32.70,,,04:07.3,309th,+1:02.04,04:26.9,431st,+1:19.29,02:44.4,318th,+0:39.26,03:58.2,459th=,+0:58.80,02:26.8,300th,+0:23.60,02:31.7,300th,+0:25.34,03:57.9,344th,+0:48.90,,
325th,293,Craig Davies,HK Saturday Dawn Riders,M,Enduro | Veteran Male (40-49),24:13.9,+5:33.32,,,04:41.9,649th,+1:36.69,04:33.0,469th,+1:25.30,02:39.4,239th,+0:34.30,03:42.4,246th,+0:42.99,02:23.4,201st,+0:20.11,02:26.9,180th,+0:20.55,03:46.9,246th,+0:37.91,,
326th,207,Tom Mcveigh,Gets Daft Racing,M,Enduro | Senior Male (18-29),24:14.3,+5:33.74,,,04:16.1,401st,+1:10.89,04:31.2,456th=,+1:23.53,02:42.5,292nd=,+0:37.45,03:48.3,337th,+0:48.89,02:25.9,270th,+0:22.61,02:30.8,282nd,+0:24.40,03:59.5,363rd=,+0:50.50,,
327th,340,Kirk Gamble,Team Alpine,M,Enduro | Senior Male (18-29),24:15.1,+5:34.49,,,04:02.8,263rd=,+0:57.56,04:35.6,489th,+1:27.93,02:50.5,404th=,+0:45.45,03:51.9,377th,+0:52.46,02:26.4,291st,+0:23.16,02:32.6,320th,+0:26.20,03:55.3,318th,+0:46.26,,
328th,558,Damien Smith,Friday Night Club,M,Enduro | Grand Vet Male (50+),24:16.8,+5:36.17,,,04:23.6,482nd,+1:18.40,04:39.4,518th,+1:31.69,02:45.5,329th,+0:40.44,03:42.5,248th,+0:43.01,02:27.3,311th,+0:24.05,02:31.6,297th=,+0:25.30,03:46.8,245th,+0:37.81,,
329th,621,James Robinson,Team Faz,M,Enduro | Veteran Male (40-49),24:17.7,+5:37.12,,,04:06.2,295th,+1:00.96,04:25.7,416th=,+1:18.03,02:40.6,257th,+0:35.45,04:06.4,563rd,+1:07.00,02:30.4,384th,+0:27.14,02:36.0,395th=,+0:29.61,03:52.5,293rd,+0:43.46,,
330th,590,Nigel King,Endo Racing,M,Enduro | Veteran Male (40-49),24:18.0,+5:37.43,,,04:07.1,305th=,+1:01.90,04:16.3,334th,+1:08.69,02:58.2,509th=,+0:53.06,03:50.9,368th,+0:51.50,02:30.0,373rd=,+0:26.75,02:36.7,420th,+0:30.31,03:58.7,356th=,+0:49.75,,
331st,294,Neil Sidebotham,HK Saturday Dawn Riders,M,Enduro | Veteran Male (40-49),24:18.1,+5:37.55,,,04:13.6,367th,+1:08.31,04:18.3,355th,+1:10.63,02:50.0,399th,+0:44.90,03:59.5,479th=,+1:00.09,02:29.9,371st,+0:26.69,02:30.3,276th=,+0:23.96,03:56.5,334th,+0:47.50,,
332nd,984,Richard Warmington,Royal Engineers Gravity Enduro Team,M,Enduro | Veteran Male (40-49),24:18.5,+5:37.87,,,04:00.9,247th,+0:55.65,04:10.3,291st,+1:02.65,02:45.4,325th=,+0:40.25,03:46.0,302nd,+0:46.55,02:32.7,437th=,+0:29.44,02:37.1,431st=,+0:30.75,04:26.1,590th,+1:17.11,,
333rd,865,Cameron Bowman,,M,Enduro | Senior Male (18-29),24:18.8,+5:38.20,,,04:13.6,368th,+1:08.35,04:17.0,346th,+1:09.38,02:49.7,396th,+0:44.65,04:04.1,534th=,+1:04.65,02:25.4,260th,+0:22.15,02:40.9,520th,+0:34.55,03:48.0,259th,+0:39.00,,
n/c,839,Nicholas Townsend,Motley Crew,M,Enduro | Veteran Male (40-49),24:18.9,,,E,04:06.6,n/c,,04:40.8,n/c,,02:46.8,n/c,,03:52.6,n/c,,02:24.1,n/c,,02:33.3,n/c,,03:54.7,n/c,,,
334th,1199,Lawrence Fraser,Queens handbag,M,Enduro | Grand Vet Male (50+),24:19.2,+5:38.66,,,03:53.2,176th,+0:47.94,03:54.3,175th,+0:46.64,02:44.0,313th=,+0:38.90,03:56.7,437th=,+0:57.20,02:42.6,654th=,+0:39.35,02:47.7,669th,+0:41.35,04:20.8,552nd,+1:11.81,,
335th,380,Emily Ashwood,YT-Industries UK,F,Enduro | Senior Female (18-29),24:19.4,+5:38.80,,,04:16.5,411th,+1:11.26,03:53.0,165th,+0:45.38,02:30.5,119th,+0:25.40,03:43.3,265th,+0:43.89,02:21.5,159th,+0:18.25,02:29.6,257th,+0:23.26,05:04.9,749th=,+1:55.89,,
336th,591,Matthew Joyce,Endo Racing,M,Enduro | Veteran Male (40-49),24:20.9,+5:40.35,,,04:08.0,316th,+1:02.75,04:23.4,400th,+1:15.74,03:01.6,548th,+0:56.49,03:49.0,345th,+0:49.55,02:26.2,281st,+0:22.91,02:34.8,367th,+0:28.44,03:58.0,346th,+0:49.00,,
n/c,1069,James Mcgarrell,Team Tash,M,Enduro | Master Male (30-39),24:21.7,,,E,03:58.0,n/c,,04:04.8,n/c,,02:47.4,n/c,,03:47.5,n/c,,02:46.3,n/c,,02:45.5,n/c,,04:12.4,n/c,,,
n/c,840,Paul West,Motley Crew,M,Enduro | Veteran Male (40-49),24:21.8,,,E,04:04.7,n/c,,04:35.6,n/c,,02:47.8,n/c,,03:51.3,n/c,,02:30.1,n/c,,02:38.5,n/c,,03:53.8,n/c,,,
337th,538,Adam Jackson,Minster Self Drive,M,Enduro | Master Male (30-39),24:21.9,+5:41.28,,,04:25.3,502nd,+1:20.06,04:14.9,316th,+1:07.24,02:49.2,383rd,+0:44.10,03:48.6,340th,+0:49.20,02:31.5,411th=,+0:28.25,02:34.4,361st,+0:28.10,03:57.9,343rd,+0:48.86,,
338th,276,Rory Bennett,WeRideBikes.cc,M,Enduro | Master Male (30-39),24:22.3,+5:41.74,,,05:21.6,838th,+2:16.35,03:56.2,181st,+0:48.55,02:38.0,214th,+0:32.85,03:48.1,331st,+0:48.61,02:24.6,237th,+0:21.30,02:31.2,288th=,+0:24.86,03:42.8,192nd,+0:33.75,,
339th,196,Aaron Jeneson,Faffers,M,Enduro | Master Male (30-39),24:24.0,+5:43.45,,,04:22.5,470th,+1:17.29,04:10.8,294th,+1:03.18,02:46.1,335th,+0:40.99,04:03.8,531st,+1:04.36,02:34.9,482nd=,+0:31.60,02:35.3,378th=,+0:28.90,03:50.7,276th,+0:41.66,,
340th,570,Mark Kay,,M,Enduro | Master Male (30-39),24:24.5,+5:43.93,,,04:18.9,443rd,+1:13.60,04:19.1,361st,+1:11.45,02:46.0,333rd,+0:40.90,03:47.6,320th=,+0:48.10,02:26.3,283rd,+0:23.00,02:32.0,313th,+0:25.66,04:14.7,502nd,+1:05.75,,
341st,2568,Sam Ubysz,,M,Enduro | Veteran Male (40-49),24:24.9,+5:44.35,,,04:06.6,298th=,+1:01.35,04:28.5,440th,+1:20.88,02:48.7,376th,+0:43.61,03:48.9,344th,+0:49.45,02:28.7,344th,+0:25.44,02:33.6,345th,+0:27.30,04:09.8,459th=,+1:00.85,,
342nd,979,Lewis Bird,Royal Engineers Gravity Enduro Team,M,Enduro | Senior Male (18-29),24:25.3,+5:44.69,,,03:53.9,180th,+0:48.61,03:45.2,105th=,+0:37.59,02:47.5,351st,+0:42.40,03:41.6,232nd,+0:42.11,02:35.1,490th,+0:31.85,02:38.6,465th=,+0:32.21,05:03.4,748th,+1:54.45,,
343rd,470,Andrew Ross,AVMB,M,Enduro | Grand Vet Male (50+),24:25.8,+5:45.21,,,04:26.4,513th,+1:21.20,04:20.2,371st,+1:12.53,02:47.8,359th,+0:42.70,03:50.1,354th,+0:50.61,02:31.1,402nd,+0:27.89,02:34.7,365th,+0:28.31,03:55.5,323rd,+0:46.50,,
344th=,316,Mike Mclaughlin,Setchfield Cycles,M,Enduro | Veteran Male (40-49),24:26.5,+5:45.89,,,04:34.0,578th=,+1:28.70,04:31.6,462nd=,+1:23.98,02:39.3,235th=,+0:34.20,03:47.9,327th=,+0:48.46,02:28.3,332nd=,+0:25.09,02:32.6,322nd=,+0:26.30,03:52.7,295th=,+0:43.69,,
344th=,315,Andrew Setchfield,Setchfield Cycles,M,Enduro | Veteran Male (40-49),24:26.5,+5:45.89,,,04:34.0,578th=,+1:28.70,04:31.6,462nd=,+1:23.98,02:39.3,235th=,+0:34.20,03:47.9,327th=,+0:48.46,02:28.3,332nd=,+0:25.09,02:32.6,322nd=,+0:26.30,03:52.7,295th=,+0:43.69,,
346th,1156,Jonathon Hughes,Team HFL,M,Enduro | Grand Vet Male (50+),24:27.0,+5:46.38,,,03:59.6,235th,+0:54.31,04:07.6,261st,+0:59.99,02:46.5,343rd=,+0:41.39,03:50.6,361st,+0:51.16,02:42.7,658th=,+0:39.50,02:48.1,675th=,+0:41.75,04:11.8,475th,+1:02.81,,
347th,451,Chris Williams,Anonymous Beavers,M,Enduro | Master Male (30-39),24:27.3,+5:46.75,,,04:41.2,645th,+1:35.91,04:16.9,343rd=,+1:09.29,02:42.9,299th,+0:37.84,03:50.1,356th,+0:50.70,02:25.0,250th,+0:21.79,02:28.6,222nd,+0:22.30,04:02.5,387th,+0:53.45,,
348th,147,Dan Andre,Bigfoot MBC,M,Enduro | Veteran Male (40-49),24:27.4,+5:46.80,,,04:05.4,288th,+1:00.15,04:25.2,408th,+1:17.54,02:41.0,263rd,+0:35.85,03:58.1,455th=,+0:58.65,02:30.1,378th,+0:26.89,02:39.1,479th=,+0:32.75,04:08.5,442nd,+0:59.50,,
349th,917,Adam Stevenson,On Yer Bike Mansfield,M,Enduro | Master Male (30-39),24:28.0,+5:47.44,,,04:16.7,413th=,+1:11.45,04:32.6,466th=,+1:24.99,02:55.5,469th,+0:50.36,03:44.3,279th,+0:44.90,02:24.4,233rd=,+0:21.15,02:25.2,150th=,+0:18.86,04:09.3,451st,+1:00.26,,
350th,811,David Porter,Looseriders,M,Enduro | Master Male (30-39),24:29.0,+5:48.46,,,04:07.3,308th,+1:02.01,04:21.3,380th=,+1:13.59,02:50.9,409th,+0:45.84,03:57.7,451st=,+0:58.30,02:31.5,410th,+0:28.20,02:38.3,459th,+0:31.90,04:02.1,385th,+0:53.15,,
351st,679,Matt Stone,Deviate Cycles,M,Enduro | Master Male (30-39),24:29.1,+5:48.47,,,04:32.2,559th,+1:27.00,04:01.5,221st,+0:53.84,02:38.3,226th=,+0:33.25,04:30.3,753rd,+1:30.81,02:26.1,278th=,+0:22.85,02:29.7,262nd,+0:23.40,03:50.8,278th,+0:41.85,,
352nd,312,Joseph Davies,Scrambled legs,M,Enduro | Master Male (30-39),24:29.1,+5:48.54,,,04:24.5,495th,+1:19.25,04:22.2,391st,+1:14.50,02:37.9,210th,+0:32.75,03:44.1,274th,+0:44.65,02:34.0,462nd,+0:30.71,02:29.6,255th,+0:23.21,04:17.0,523rd,+1:08.00,,
n/c,209,Josh Wheeler,Gets Daft Racing,M,Enduro | Senior Male (18-29),24:29.5,,,E,04:08.3,n/c,,05:02.4,n/c,,02:46.3,n/c,,03:48.1,n/c,,02:25.4,n/c,,02:30.5,n/c,,03:48.5,n/c,,,
353rd,449,James Johnson,Anonymous Beavers,M,Enduro | Senior Male (18-29),24:29.8,+5:49.20,,,04:37.7,609th,+1:32.46,04:35.2,485th,+1:27.55,02:43.0,301st=,+0:37.90,03:48.3,335th,+0:48.81,02:23.6,207th,+0:20.34,02:29.8,263rd,+0:23.46,03:52.2,290th=,+0:43.21,,
354th,553,William Lund,Fit For Adventure Sports Therapy,M,Enduro | Veteran Male (40-49),24:30.2,+5:49.62,,,04:18.2,437th,+1:12.96,04:41.0,532nd,+1:33.34,02:52.7,434th=,+0:47.65,03:49.5,348th,+0:50.05,02:31.0,396th=,+0:27.75,02:32.7,324th,+0:26.34,03:45.1,218th=,+0:36.06,,
355th,295,Mark Beedham,HK Saturday Dawn Riders,M,Enduro | Master Male (30-39),24:30.4,+5:49.81,,,04:19.5,448th,+1:14.25,04:21.0,376th,+1:13.34,03:00.5,535th,+0:55.40,04:00.5,494th,+1:01.05,02:25.3,258th,+0:22.10,02:28.1,211th,+0:21.75,03:55.5,322nd,+0:46.45,,
356th,608,Alan Mullan,Eric Rides,M,Enduro | Master Male (30-39),24:30.6,+5:49.98,,,04:23.2,477th,+1:17.95,04:19.2,362nd,+1:11.49,02:47.6,352nd,+0:42.46,03:52.2,380th,+0:52.75,02:26.8,299th,+0:23.59,02:33.2,333rd,+0:26.81,04:08.5,441st,+0:59.46,,
357th,511,Richard Ayres,Sixth Element/G-Form,M,Enduro | Master Male (30-39),24:31.2,+5:50.65,,,04:11.6,350th,+1:06.39,04:26.9,430th,+1:19.28,02:48.0,360th,+0:42.85,03:50.7,363rd=,+0:51.25,02:28.9,345th,+0:25.60,02:38.0,453rd=,+0:31.65,04:07.2,429th,+0:58.16,,
358th,693,Daniel Andres,FVCC MTB,M,Enduro | Master Male (30-39),24:32.8,+5:52.23,,,04:03.6,274th,+0:58.36,04:10.0,286th=,+1:02.34,02:42.4,289th,+0:37.30,04:55.2,824th,+1:55.76,02:25.6,269th,+0:22.39,02:28.7,224th=,+0:22.35,03:47.3,250th,+0:38.26,,
359th,905,Bill Deere,No limits Cycling,M,Enduro | Grand Vet Male (50+),24:33.2,+5:52.59,,,04:13.0,362nd,+1:07.76,04:31.4,459th,+1:23.79,02:48.0,361st,+0:42.90,03:52.5,385th=,+0:53.01,02:31.7,416th,+0:28.46,02:36.0,394th,+0:29.60,04:00.6,375th,+0:51.60,,
360th,144,Matthew Barrett,Bigfoot MBC,M,Enduro | Master Male (30-39),24:33.5,+5:52.89,,,03:52.2,167th,+0:46.91,04:37.6,502nd,+1:29.99,02:38.3,226th=,+0:33.25,04:18.8,689th,+1:19.34,02:28.6,342nd,+0:25.39,02:33.5,341st=,+0:27.19,04:04.3,403rd=,+0:55.35,,
361st,613,Joe Glancy,ExWorkColleagues,M,Enduro | Master Male (30-39),24:33.6,+5:53.05,,,03:54.8,189th=,+0:49.54,04:06.9,255th,+0:59.29,02:41.8,274th=,+0:36.65,03:58.7,465th=,+0:59.20,03:09.9,851st,+1:06.60,02:44.9,607th,+0:38.51,03:56.8,337th,+0:47.79,,
362nd,434,Iain Metcalfe,All beans no toast,M,Enduro | Master Male (30-39),24:34.4,+5:53.83,,,04:31.2,551st,+1:25.90,04:35.3,487th,+1:27.65,02:50.4,401st,+0:45.26,03:47.5,317th,+0:48.05,02:26.6,295th,+0:23.36,02:31.9,306th=,+0:25.50,03:51.6,286th,+0:42.64,,
363rd,938,Mark Snook,Php,M,Enduro | Veteran Male (40-49),24:36.4,+5:55.82,H,,04:19.1,445th,+1:13.81,04:15.4,321st,+1:07.79,02:51.0,410th=,+0:45.90,03:54.9,418th,+0:55.40,02:20.4,146th=,+0:17.15,02:31.6,297th=,+0:25.30,04:24.0,575th=,+1:15.00,,
364th,1100,Dans Hofrats,Dirty Customs,M,Enduro | Master Male (30-39),24:36.7,+5:56.13,,,04:26.6,515th,+1:21.34,04:09.3,277th,+1:01.64,03:06.0,595th,+1:00.86,03:49.7,349th=,+0:50.30,02:31.3,407th,+0:28.06,02:33.3,336th,+0:26.90,04:00.6,374th,+0:51.56,,
365th,296,Sam Brotherwood,HK Saturday Dawn Riders,M,Enduro | Master Male (30-39),24:36.9,+5:56.32,,,04:26.2,509th,+1:20.94,04:02.5,227th=,+0:54.84,02:55.7,471st,+0:50.55,04:03.7,527th=,+1:04.30,02:37.8,545th,+0:34.56,02:35.0,372nd,+0:28.60,03:56.1,329th,+0:47.06,,
366th,1002,Paul Taylor,,M,Enduro | Veteran Male (40-49),24:38.3,+5:57.74,,,04:18.1,432nd,+1:12.89,04:25.9,420th=,+1:18.24,02:46.8,348th=,+0:41.71,03:52.4,384th,+0:52.94,02:29.9,365th=,+0:26.60,02:35.6,389th,+0:29.29,04:09.6,457th,+1:00.60,,
367th,578,Richard Myshrall,DVATC,M,Enduro | Veteran Male (40-49),24:39.1,+5:58.54,,,04:16.2,403rd,+1:10.96,04:34.5,477th,+1:26.84,02:51.2,413th,+0:46.11,03:53.3,396th,+0:53.90,02:29.9,368th=,+0:26.65,02:34.2,356th,+0:27.86,03:59.8,367th,+0:50.75,,
368th,681,Gavin Owen,Forest Chumps,M,Enduro | Senior Male (18-29),24:39.5,+5:58.92,,,04:00.0,238th,+0:54.75,04:35.8,490th,+1:28.14,02:37.7,209th,+0:32.60,03:53.0,391st,+0:53.55,02:24.2,221st=,+0:20.96,02:27.5,194th=,+0:21.10,04:41.3,681st,+1:32.35,,
n/c,1098,Sean Guild,The Loam Rangers,M,Enduro | Veteran Male (40-49),24:39.5,,,E,04:23.0,n/c,,04:51.9,n/c,,02:46.6,n/c,,03:45.3,n/c,,02:28.5,n/c,,02:33.3,n/c,,03:50.9,n/c,,,
369th,711,Luke Jackson,GNFR,M,Enduro | Senior Male (18-29),24:39.6,+5:58.96,,,03:40.2,95th,+0:34.95,03:48.8,130th,+0:41.19,02:33.5,149th,+0:28.40,03:26.3,90th,+0:26.85,04:21.7,884th,+2:18.41,02:27.3,185th=,+0:20.94,04:21.7,561st=,+1:12.75,,
n/c,584,Kieron Clay,DVATC,M,Enduro | Master Male (30-39),24:40.0,,,E,04:11.3,n/c,,04:23.0,n/c,,02:53.0,n/c,,03:54.6,n/c,,02:31.3,n/c,,02:38.0,n/c,,04:08.9,n/c,,,
370th,175,Richard James Brown,Browns Skip Hire Syndicate,M,Enduro | Veteran Male (40-49),24:40.8,+6:00.19,,,04:17.1,419th,+1:11.81,04:32.5,465th,+1:24.84,02:49.2,382nd,+0:44.06,03:54.9,419th,+0:55.44,02:33.2,445th,+0:29.95,02:40.5,509th,+0:34.11,03:53.5,303rd,+0:44.51,,
371st,301,Sonny Wilkinson,Scrambled legs,M,Enduro | Master Male (30-39),24:41.2,+6:00.62,,,04:19.6,449th,+1:14.31,04:16.1,329th,+1:08.44,02:50.5,402nd=,+0:45.40,04:09.9,606th,+1:10.41,02:29.4,355th,+0:26.15,02:31.8,303rd,+0:25.44,04:04.0,402nd,+0:55.00,,
